n,threads,sparsity,reps,nnz,time_init,time_csr_construct,time_spmv_total,time_dense_total,verification,user
4000,sequential,0,5,16000000,0.156649,0.060635,0.064467,0.043451,PASS,phoebus
4000,2,0,5,16000000,0.083396,0.035695,0.029604,0.018862,PASS,phoebus
4000,4,0,5,16000000,0.042196,0.019958,0.026092,0.012615,PASS,phoebus
4000,8,0,5,16000000,0.040052,0.020131,0.025715,0.015229,PASS,phoebus
4000,sequential,0,10,16000000,0.154657,0.070448,0.091683,0.069018,PASS,phoebus
4000,2,0,10,16000000,0.076953,0.031232,0.055739,0.035715,PASS,phoebus
4000,4,0,10,16000000,0.038154,0.017523,0.050777,0.026718,PASS,phoebus
4000,8,0,10,16000000,0.036895,0.017770,0.053180,0.030598,PASS,phoebus
4000,sequential,50,1,7999476,0.187045,0.084436,0.004718,0.007159,PASS,phoebus
4000,2,50,1,7999476,0.094731,0.042281,0.002842,0.003655,PASS,phoebus
4000,4,50,1,7999476,0.049309,0.022707,0.002636,0.003510,PASS,phoebus
4000,8,50,1,7999476,0.043468,0.021239,0.002815,0.002915,PASS,phoebus
4000,sequential,50,5,7999476,0.185708,0.083608,0.022032,0.033026,PASS,phoebus
4000,2,50,5,7999476,0.096133,0.042238,0.013932,0.019003,PASS,phoebus
4000,4,50,5,7999476,0.048281,0.022397,0.012458,0.012760,PASS,phoebus
4000,8,50,5,7999476,0.046045,0.021327,0.012861,0.016029,PASS,phoebus
4000,sequential,50,10,7999476,0.189177,0.085332,0.045589,0.068755,PASS,phoebus
4000,2,50,10,7999476,0.103812,0.045203,0.028267,0.035374,PASS,phoebus
4000,4,50,10,7999476,0.048627,0.025006,0.024996,0.030558,PASS,phoebus
4000,8,50,10,7999476,0.043958,0.024147,0.027604,0.034606,PASS,phoebus
4000,sequential,90,1,1601555,0.149126,0.037862,0.001125,0.007734,PASS,phoebus
4000,2,90,1,1601555,0.055824,0.020936,0.000915,0.005828,PASS,phoebus
4000,4,90,1,1601555,0.052303,0.022180,0.001110,0.004168,PASS,phoebus
4000,8,90,1,1601555,0.035168,0.018547,0.001504,0.010782,PASS,phoebus
4000,sequential,90,5,1601555,0.118809,0.040153,0.004982,0.038932,PASS,phoebus
4000,2,90,5,1601555,0.055361,0.017644,0.005463,0.024760,PASS,phoebus
4000,4,90,5,1601555,0.036811,0.015003,0.005418,0.022054,PASS,phoebus
4000,8,90,5,1601555,0.027251,0.010930,0.003283,0.018873,PASS,phoebus
4000,sequential,90,10,1601555,0.114763,0.039854,0.013296,0.094739,PASS,phoebus
4000,2,90,10,1601555,0.055751,0.016989,0.008483,0.043754,PASS,phoebus
4000,4,90,10,1601555,0.031175,0.015938,0.005128,0.042454,PASS,phoebus
4000,8,90,10,1601555,0.026970,0.010935,0.009282,0.039953,PASS,phoebus
4000,sequential,95,1,801651,0.097853,0.029477,0.000671,0.009442,PASS,phoebus
4000,2,95,1,801651,0.059302,0.016813,0.000590,0.007618,PASS,phoebus
4000,4,95,1,801651,0.031799,0.011179,0.000286,0.003470,PASS,phoebus
4000,8,95,1,801651,0.027159,0.010347,0.000281,0.003335,PASS,phoebus
4000,sequential,95,5,801651,0.103826,0.027960,0.003739,0.040962,PASS,phoebus
4000,2,95,5,801651,0.048489,0.012828,0.001779,0.018359,PASS,phoebus
4000,4,95,5,801651,0.024942,0.007556,0.001184,0.017933,PASS,phoebus
4000,8,95,5,801651,0.023660,0.009143,0.001585,0.015308,PASS,phoebus
4000,sequential,95,10,801651,0.098139,0.029960,0.007967,0.083896,PASS,phoebus
4000,2,95,10,801651,0.050304,0.013120,0.002704,0.041257,PASS,phoebus
4000,4,95,10,801651,0.029984,0.009810,0.002245,0.030534,PASS,phoebus
4000,8,95,10,801651,0.027791,0.008839,0.003020,0.030185,PASS,phoebus
4000,sequential,99,1,160453,0.086023,0.016610,0.000135,0.008915,PASS,phoebus
4000,2,99,1,160453,0.044128,0.008678,0.000066,0.003978,PASS,phoebus
4000,4,99,1,160453,0.025216,0.008872,0.000062,0.003564,PASS,phoebus
4000,8,99,1,160453,0.022566,0.007123,0.000147,0.003018,PASS,phoebus
4000,sequential,99,5,160453,0.087331,0.016773,0.000549,0.035943,PASS,phoebus
4000,2,99,5,160453,0.046344,0.013954,0.000280,0.022834,PASS,phoebus
4000,4,99,5,160453,0.026972,0.009145,0.000173,0.016574,PASS,phoebus
4000,8,99,5,160453,0.022124,0.006352,0.000707,0.014433,PASS,phoebus
4000,sequential,99,10,160453,0.084738,0.016852,0.001057,0.069012,PASS,phoebus
4000,2,99,10,160453,0.045380,0.011707,0.000714,0.065139,PASS,phoebus
4000,4,99,10,160453,0.040584,0.013569,0.000485,0.091701,PASS,phoebus
4000,8,99,10,160453,0.024576,0.006008,0.000859,0.028201,PASS,phoebus
1000,sequential,0,1,1000000,0.013703,0.003536,0.000970,0.000721,PASS,phoebus
1000,2,0,1,1000000,0.006863,0.005120,0.000558,0.000464,PASS,phoebus
1000,4,0,1,1000000,0.018852,0.013823,0.002717,0.000452,PASS,phoebus
1000,8,0,1,1000000,0.009994,0.002498,0.000395,0.000252,PASS,phoebus
1000,sequential,0,5,1000000,0.019649,0.003572,0.002745,0.002268,PASS,phoebus
1000,2,0,5,1000000,0.005612,0.002350,0.001905,0.001215,PASS,phoebus
1000,4,0,5,1000000,0.003150,0.001475,0.002186,0.001309,PASS,phoebus
1000,8,0,5,1000000,0.004766,0.003760,0.003561,0.002580,PASS,phoebus
1000,sequential,0,10,1000000,0.011101,0.005221,0.009743,0.005920,PASS,phoebus
1000,2,0,10,1000000,0.006021,0.003138,0.005250,0.003280,PASS,phoebus
1000,4,0,10,1000000,0.003496,0.001776,0.005476,0.002616,PASS,phoebus
1000,8,0,10,1000000,0.004200,0.001842,0.008966,0.007452,PASS,phoebus
1000,sequential,50,1,499790,0.014084,0.005986,0.001071,0.001298,PASS,phoebus
1000,2,50,1,499790,0.007615,0.004244,0.000638,0.000718,PASS,phoebus
1000,4,50,1,499790,0.004253,0.002872,0.000169,0.000212,PASS,phoebus
1000,8,50,1,499790,0.003969,0.001766,0.000736,0.000422,PASS,phoebus
1000,sequential,50,5,499790,0.012415,0.005807,0.001367,0.002622,PASS,phoebus
1000,2,50,5,499790,0.006819,0.004245,0.001921,0.001702,PASS,phoebus
1000,4,50,5,499790,0.003889,0.001834,0.000782,0.001141,PASS,phoebus
1000,8,50,5,499790,0.003402,0.002328,0.001356,0.001605,PASS,phoebus
1000,sequential,50,10,499790,0.011709,0.005245,0.003944,0.005869,PASS,phoebus
1000,2,50,10,499790,0.006926,0.003581,0.002330,0.003084,PASS,phoebus
1000,4,50,10,499790,0.005013,0.002094,0.004330,0.002339,PASS,phoebus
1000,8,50,10,499790,0.007110,0.001990,0.010429,0.008565,PASS,phoebus
1000,sequential,90,1,99877,0.006839,0.002236,0.000057,0.000439,PASS,phoebus
1000,2,90,1,99877,0.003456,0.000980,0.000222,0.000263,PASS,phoebus
1000,4,90,1,99877,0.002317,0.000744,0.000027,0.000219,PASS,phoebus
1000,8,90,1,99877,0.001969,0.000664,0.000140,0.000243,PASS,phoebus
1000,sequential,90,5,99877,0.006644,0.002061,0.000275,0.002089,PASS,phoebus
1000,2,90,5,99877,0.003896,0.001458,0.000148,0.001627,PASS,phoebus
1000,4,90,5,99877,0.001803,0.000531,0.000091,0.000486,PASS,phoebus
1000,8,90,5,99877,0.003086,0.000983,0.000558,0.001741,PASS,phoebus
1000,sequential,90,10,99877,0.006563,0.002152,0.000557,0.005500,PASS,phoebus
1000,2,90,10,99877,0.003619,0.001093,0.000322,0.003259,PASS,phoebus
1000,4,90,10,99877,0.002403,0.000828,0.000262,0.002061,PASS,phoebus
1000,8,90,10,99877,0.002370,0.001293,0.002222,0.004096,PASS,phoebus
1000,sequential,95,1,49623,0.006323,0.001932,0.000037,0.000519,PASS,phoebus
1000,2,95,1,49623,0.003287,0.000769,0.000020,0.000193,PASS,phoebus
1000,4,95,1,49623,0.002154,0.000885,0.000016,0.000222,PASS,phoebus
1000,8,95,1,49623,0.001964,0.000599,0.000095,0.000211,PASS,phoebus
1000,sequential,95,5,49623,0.005975,0.001819,0.000149,0.002016,PASS,phoebus
1000,2,95,5,49623,0.003069,0.000877,0.000080,0.001108,PASS,phoebus
1000,4,95,5,49623,0.002139,0.000711,0.000096,0.001035,PASS,phoebus
1000,8,95,5,49623,0.002072,0.000658,0.000502,0.001193,PASS,phoebus
1000,sequential,95,10,49623,0.005960,0.001908,0.000297,0.004279,PASS,phoebus
1000,2,95,10,49623,0.003543,0.000805,0.000161,0.002744,PASS,phoebus
1000,4,95,10,49623,0.003978,0.000816,0.000417,0.003294,PASS,phoebus
1000,8,95,10,49623,0.001969,0.001421,0.001135,0.007433,PASS,phoebus
1000,sequential,99,1,9838,0.005469,0.001622,0.000015,0.000620,PASS,phoebus
1000,2,99,1,9838,0.002810,0.000739,0.000007,0.000219,PASS,phoebus
1000,4,99,1,9838,0.001918,0.002539,0.000006,0.000380,PASS,phoebus
1000,8,99,1,9838,0.001998,0.000668,0.000100,0.000314,PASS,phoebus
1000,sequential,99,5,9838,0.005744,0.001434,0.000050,0.003440,PASS,phoebus
1000,2,99,5,9838,0.002892,0.000552,0.000044,0.001146,PASS,phoebus
1000,4,99,5,9838,0.003033,0.000811,0.000033,0.001175,PASS,phoebus
1000,8,99,5,9838,0.002958,0.002136,0.001802,0.003028,PASS,phoebus
1000,sequential,99,10,9838,0.006261,0.002015,0.000094,0.008940,PASS,phoebus
1000,2,99,10,9838,0.003481,0.000825,0.000075,0.004139,PASS,phoebus
1000,4,99,10,9838,0.001978,0.000637,0.000071,0.004534,PASS,phoebus
1000,8,99,10,9838,0.002360,0.000554,0.000855,0.004019,PASS,phoebus
2000,sequential,0,1,4000000,0.041101,0.015629,0.002524,0.002164,PASS,phoebus
2000,2,0,1,4000000,0.020264,0.008568,0.002688,0.000909,PASS,phoebus
2000,4,0,1,4000000,0.012424,0.005200,0.001669,0.001035,PASS,phoebus
2000,8,0,1,4000000,0.009350,0.007422,0.001758,0.001940,PASS,phoebus
2000,sequential,0,5,4000000,0.040565,0.015229,0.013261,0.009797,PASS,phoebus
2000,2,0,5,4000000,0.019342,0.009450,0.012271,0.004997,PASS,phoebus
2000,4,0,5,4000000,0.011894,0.005575,0.006983,0.003305,PASS,phoebus
2000,8,0,5,4000000,0.009456,0.004729,0.007362,0.005692,PASS,phoebus
2000,sequential,0,10,4000000,0.037055,0.014544,0.023187,0.019818,PASS,phoebus
2000,2,0,10,4000000,0.024437,0.011536,0.031755,0.026041,PASS,phoebus
2000,4,0,10,4000000,0.014932,0.010839,0.028594,0.015036,PASS,phoebus
2000,8,0,10,4000000,0.011008,0.005364,0.013395,0.008068,PASS,phoebus
2000,sequential,50,1,1999134,0.046674,0.020318,0.001119,0.001728,PASS,phoebus
2000,2,50,1,1999134,0.025524,0.018591,0.002217,0.004528,PASS,phoebus
2000,4,50,1,1999134,0.018097,0.009450,0.001728,0.001684,PASS,phoebus
2000,8,50,1,1999134,0.016917,0.009975,0.001467,0.001670,PASS,phoebus
2000,sequential,50,5,1999134,0.051605,0.027653,0.005644,0.008621,PASS,phoebus
2000,2,50,5,1999134,0.023635,0.010508,0.003329,0.004684,PASS,phoebus
2000,4,50,5,1999134,0.013519,0.005729,0.002960,0.004625,PASS,phoebus
2000,8,50,5,1999134,0.015032,0.007811,0.006670,0.020155,PASS,phoebus
2000,sequential,50,10,1999134,0.052788,0.020414,0.011949,0.017382,PASS,phoebus
2000,2,50,10,1999134,0.024486,0.010972,0.006729,0.009213,PASS,phoebus
2000,4,50,10,1999134,0.013677,0.006375,0.005475,0.006027,PASS,phoebus
2000,8,50,10,1999134,0.012639,0.011097,0.013484,0.007913,PASS,phoebus
2000,sequential,90,1,400283,0.027755,0.008357,0.000253,0.001809,PASS,phoebus
2000,2,90,1,400283,0.014091,0.004460,0.000227,0.001012,PASS,phoebus
2000,4,90,1,400283,0.012490,0.003634,0.000182,0.005750,PASS,phoebus
2000,8,90,1,400283,0.009298,0.006340,0.000391,0.001691,PASS,phoebus
2000,sequential,90,5,400283,0.033021,0.011101,0.002139,0.015784,PASS,phoebus
2000,2,90,5,400283,0.017386,0.005714,0.000726,0.007999,PASS,phoebus
2000,4,90,5,400283,0.009739,0.003064,0.000716,0.004869,PASS,phoebus
2000,8,90,5,400283,0.010968,0.003652,0.001200,0.003794,PASS,phoebus
2000,sequential,90,10,400283,0.026858,0.008646,0.002489,0.019964,PASS,phoebus
2000,2,90,10,400283,0.016098,0.008858,0.004626,0.020339,PASS,phoebus
2000,4,90,10,400283,0.011011,0.005129,0.001937,0.010826,PASS,phoebus
2000,8,90,10,400283,0.008619,0.003186,0.002483,0.014779,PASS,phoebus
2000,sequential,95,1,200047,0.024859,0.007585,0.000128,0.001734,PASS,phoebus
2000,2,95,1,200047,0.012287,0.003472,0.000094,0.001301,PASS,phoebus
2000,4,95,1,200047,0.008638,0.004561,0.000081,0.001056,PASS,phoebus
2000,8,95,1,200047,0.006751,0.003377,0.000347,0.001805,PASS,phoebus
2000,sequential,95,5,200047,0.024622,0.006996,0.000568,0.010292,PASS,phoebus
2000,2,95,5,200047,0.013133,0.004468,0.000305,0.005969,PASS,phoebus
2000,4,95,5,200047,0.007950,0.003525,0.000279,0.006711,PASS,phoebus
2000,8,95,5,200047,0.008199,0.003972,0.000774,0.006866,PASS,phoebus
2000,sequential,95,10,200047,0.023885,0.007075,0.001172,0.019928,PASS,phoebus
2000,2,95,10,200047,0.012124,0.003806,0.000569,0.012024,PASS,phoebus
2000,4,95,10,200047,0.007599,0.002394,0.000517,0.009809,PASS,phoebus
2000,8,95,10,200047,0.006376,0.003260,0.001915,0.013179,PASS,phoebus
2000,sequential,99,1,39860,0.022709,0.004785,0.000047,0.001887,PASS,phoebus
2000,2,99,1,39860,0.012975,0.003000,0.000032,0.001694,PASS,phoebus
2000,4,99,1,39860,0.008328,0.001987,0.000017,0.000856,PASS,phoebus
2000,8,99,1,39860,0.005173,0.002806,0.000125,0.001665,PASS,phoebus
2000,sequential,99,5,39860,0.023118,0.004223,0.000154,0.008648,PASS,phoebus
2000,2,99,5,39860,0.011309,0.003519,0.000166,0.008191,PASS,phoebus
2000,4,99,5,39860,0.007431,0.001981,0.000088,0.004397,PASS,phoebus
2000,8,99,5,39860,0.005795,0.001942,0.000737,0.003987,PASS,phoebus
2000,sequential,99,10,39860,0.021496,0.004169,0.000366,0.016716,PASS,phoebus
2000,2,99,10,39860,0.011502,0.002674,0.000228,0.009143,PASS,phoebus
2000,4,99,10,39860,0.005724,0.001641,0.000170,0.008585,PASS,phoebus
2000,8,99,10,39860,0.006333,0.002015,0.001190,0.007967,PASS,phoebus
4000,sequential,0,1,16000000,0.148713,0.058480,0.008986,0.006708,PASS,phoebus
4000,2,0,1,16000000,0.081522,0.039506,0.005696,0.003716,PASS,phoebus
4000,4,0,1,16000000,0.046153,0.020917,0.005097,0.002502,PASS,phoebus
4000,8,0,1,16000000,0.035840,0.020149,0.005422,0.002947,PASS,phoebus
4000,sequential,0,5,16000000,0.154832,0.060852,0.048037,0.035647,PASS,phoebus
4000,2,0,5,16000000,0.079222,0.032962,0.030523,0.020061,PASS,phoebus
4000,4,0,5,16000000,0.046374,0.021994,0.028520,0.017653,PASS,phoebus
4000,8,0,5,16000000,0.039502,0.020255,0.028283,0.015620,PASS,phoebus
4000,sequential,0,10,16000000,0.149590,0.057958,0.090066,0.067737,PASS,phoebus
4000,2,0,10,16000000,0.077081,0.031372,0.058937,0.037381,PASS,phoebus
4000,4,0,10,16000000,0.045633,0.022495,0.060505,0.034999,PASS,phoebus
4000,8,0,10,16000000,0.038990,0.018258,0.053024,0.036228,PASS,phoebus
4000,sequential,50,1,7999476,0.187093,0.081839,0.004595,0.006676,PASS,phoebus
4000,2,50,1,7999476,0.100508,0.044350,0.002897,0.004518,PASS,phoebus
4000,4,50,1,7999476,0.049283,0.026595,0.003060,0.003413,PASS,phoebus
4000,8,50,1,7999476,0.042499,0.023085,0.002559,0.002685,PASS,phoebus
4000,sequential,50,5,7999476,0.186644,0.081664,0.022604,0.033722,PASS,phoebus
4000,2,50,5,7999476,0.093283,0.041468,0.013833,0.018396,PASS,phoebus
4000,4,50,5,7999476,0.048774,0.022483,0.012486,0.012916,PASS,phoebus
4000,8,50,5,7999476,0.047197,0.023789,0.012960,0.014869,PASS,phoebus
4000,sequential,50,10,7999476,0.186558,0.091306,0.063354,0.071525,PASS,phoebus
4000,2,50,10,7999476,0.096748,0.043137,0.027216,0.036334,PASS,phoebus
4000,4,50,10,7999476,0.051672,0.025088,0.025052,0.030512,PASS,phoebus
4000,8,50,10,7999476,0.048584,0.025469,0.056003,0.061793,PASS,phoebus
4000,sequential,90,1,1601555,0.116544,0.034032,0.001013,0.009482,PASS,phoebus
4000,2,90,1,1601555,0.064338,0.018999,0.000629,0.003845,PASS,phoebus
4000,4,90,1,1601555,0.034520,0.013579,0.000933,0.002893,PASS,phoebus
4000,8,90,1,1601555,0.025404,0.013341,0.000771,0.003428,PASS,phoebus
4000,sequential,90,5,1601555,0.106964,0.036153,0.005228,0.042040,PASS,phoebus
4000,2,90,5,1601555,0.058996,0.017304,0.002888,0.018200,PASS,phoebus
4000,4,90,5,1601555,0.034307,0.009371,0.002577,0.013299,PASS,phoebus
4000,8,90,5,1601555,0.028730,0.009643,0.003029,0.016910,PASS,phoebus
4000,sequential,90,10,1601555,0.104757,0.031764,0.009256,0.067350,PASS,phoebus
4000,2,90,10,1601555,0.053630,0.016578,0.005030,0.034578,PASS,phoebus
4000,4,90,10,1601555,0.034436,0.011414,0.005968,0.032228,PASS,phoebus
4000,8,90,10,1601555,0.028845,0.010526,0.005732,0.029560,PASS,phoebus
4000,sequential,95,1,801651,0.097146,0.024983,0.000564,0.007197,PASS,phoebus
4000,2,95,1,801651,0.049244,0.012849,0.000519,0.004550,PASS,phoebus
4000,4,95,1,801651,0.035469,0.012051,0.000464,0.006526,PASS,phoebus
4000,8,95,1,801651,0.038679,0.015937,0.000629,0.012562,PASS,phoebus
4000,sequential,95,5,801651,0.109437,0.034384,0.004084,0.043645,PASS,phoebus
4000,2,95,5,801651,0.049237,0.014376,0.003655,0.022727,PASS,phoebus
4000,4,95,5,801651,0.029544,0.011991,0.001459,0.017267,PASS,phoebus
4000,8,95,5,801651,0.024301,0.009181,0.002465,0.017093,PASS,phoebus
4000,sequential,95,10,801651,0.094541,0.027562,0.005416,0.079900,PASS,phoebus
4000,2,95,10,801651,0.048786,0.012267,0.002808,0.038248,PASS,phoebus
4000,4,95,10,801651,0.029142,0.009646,0.002754,0.031154,PASS,phoebus
4000,8,95,10,801651,0.024237,0.008437,0.003231,0.032535,PASS,phoebus
4000,sequential,99,1,160453,0.086334,0.017947,0.000128,0.007884,PASS,phoebus
4000,2,99,1,160453,0.053610,0.013805,0.000105,0.008183,PASS,phoebus
4000,4,99,1,160453,0.037977,0.008873,0.000118,0.004343,PASS,phoebus
4000,8,99,1,160453,0.031776,0.010252,0.000390,0.004624,PASS,phoebus
4000,sequential,99,5,160453,0.099976,0.016509,0.000549,0.033719,PASS,phoebus
4000,2,99,5,160453,0.044902,0.009074,0.000297,0.024550,PASS,phoebus
4000,4,99,5,160453,0.027321,0.009946,0.000326,0.020920,PASS,phoebus
4000,8,99,5,160453,0.023225,0.008012,0.000476,0.014716,PASS,phoebus
4000,sequential,99,10,160453,0.087565,0.016646,0.001040,0.068081,PASS,phoebus
4000,2,99,10,160453,0.043267,0.009859,0.000550,0.034994,PASS,phoebus
4000,4,99,10,160453,0.026671,0.007659,0.000297,0.030486,PASS,phoebus
4000,8,99,10,160453,0.021980,0.006471,0.001368,0.029639,PASS,phoebus
1000,sequential,0,1,1000000,0.019553,0.013988,0.000796,0.000922,PASS,marr
1000,2,0,1,1000000,0.007207,0.004771,0.000526,0.000366,PASS,marr
1000,4,0,1,1000000,0.004883,0.002940,0.000851,0.000306,PASS,marr
1000,8,0,1,1000000,0.004876,0.002853,0.001094,0.000621,PASS,marr
1000,sequential,0,5,1000000,0.014090,0.007645,0.004761,0.003545,PASS,marr
1000,2,0,5,1000000,0.007642,0.004564,0.001976,0.001813,PASS,marr
1000,4,0,5,1000000,0.004388,0.003035,0.001112,0.000872,PASS,marr
1000,8,0,5,1000000,0.005545,0.003071,0.003892,0.003460,PASS,marr
1000,sequential,0,10,1000000,0.014832,0.007598,0.009201,0.006754,PASS,marr
1000,2,0,10,1000000,0.007138,0.005093,0.006967,0.003421,PASS,marr
1000,4,0,10,1000000,0.004148,0.003532,0.002125,0.001553,PASS,marr
1000,8,0,10,1000000,0.005130,0.003352,0.007831,0.004598,PASS,marr
1000,sequential,50,1,499790,0.014483,0.007902,0.000531,0.000792,PASS,marr
1000,2,50,1,499790,0.007332,0.003990,0.000346,0.000442,PASS,marr
1000,4,50,1,499790,0.004550,0.002051,0.000157,0.000156,PASS,marr
1000,8,50,1,499790,0.005577,0.002913,0.000505,0.000463,PASS,marr
1000,sequential,50,5,499790,0.014310,0.007550,0.001812,0.003251,PASS,marr
1000,2,50,5,499790,0.008158,0.004024,0.001058,0.001569,PASS,marr
1000,4,50,5,499790,0.005058,0.001976,0.000479,0.000798,PASS,marr
1000,8,50,5,499790,0.006007,0.002934,0.001854,0.002379,PASS,marr
1000,sequential,50,10,499790,0.014327,0.007549,0.004008,0.007433,PASS,marr
1000,2,50,10,499790,0.007565,0.004054,0.003826,0.003025,PASS,marr
1000,4,50,10,499790,0.003981,0.002080,0.001395,0.001825,PASS,marr
1000,8,50,10,499790,0.005010,0.002549,0.004068,0.004395,PASS,marr
1000,sequential,90,1,99877,0.009100,0.003720,0.000092,0.000759,PASS,marr
1000,2,90,1,99877,0.005341,0.002103,0.000041,0.000333,PASS,marr
1000,4,90,1,99877,0.003430,0.000713,0.000024,0.000140,PASS,marr
1000,8,90,1,99877,0.004272,0.001393,0.000250,0.000482,PASS,marr
1000,sequential,90,5,99877,0.008928,0.002781,0.000357,0.003254,PASS,marr
1000,2,90,5,99877,0.004689,0.001615,0.000182,0.001616,PASS,marr
1000,4,90,5,99877,0.003396,0.000761,0.000103,0.000700,PASS,marr
1000,8,90,5,99877,0.003327,0.001449,0.001434,0.002657,PASS,marr
1000,sequential,90,10,99877,0.008871,0.002914,0.000740,0.006444,PASS,marr
1000,2,90,10,99877,0.004808,0.002787,0.000388,0.002944,PASS,marr
1000,4,90,10,99877,0.003312,0.000714,0.000205,0.001455,PASS,marr
1000,8,90,10,99877,0.003797,0.001389,0.002498,0.004471,PASS,marr
1000,sequential,95,1,49623,0.010122,0.002327,0.000043,0.000661,PASS,marr
1000,2,95,1,49623,0.005125,0.001148,0.000020,0.000283,PASS,marr
1000,4,95,1,49623,0.007110,0.017223,0.000020,0.005903,PASS,marr
1000,8,95,1,49623,0.004445,0.001794,0.000266,0.000729,PASS,marr
1000,sequential,95,5,49623,0.008397,0.002287,0.000219,0.003143,PASS,marr
1000,2,95,5,49623,0.004359,0.001136,0.000096,0.001706,PASS,marr
1000,4,95,5,49623,0.002417,0.000564,0.000060,0.000728,PASS,marr
1000,8,95,5,49623,0.003687,0.001109,0.001555,0.002289,PASS,marr
1000,sequential,95,10,49623,0.009396,0.002399,0.000353,0.007941,PASS,marr
1000,2,95,10,49623,0.004415,0.000969,0.000209,0.002934,PASS,marr
1000,4,95,10,49623,0.003193,0.000569,0.000119,0.001735,PASS,marr
1000,8,95,10,49623,0.004065,0.001977,0.002615,0.005005,PASS,marr
1000,sequential,99,1,9838,0.007448,0.001366,0.000013,0.000571,PASS,marr
1000,2,99,1,9838,0.004412,0.000743,0.000007,0.000295,PASS,marr
1000,4,99,1,9838,0.003041,0.000729,0.000008,0.000311,PASS,marr
1000,8,99,1,9838,0.003716,0.000917,0.000200,0.000336,PASS,marr
1000,sequential,99,5,9838,0.007784,0.001399,0.000046,0.003017,PASS,marr
1000,2,99,5,9838,0.004625,0.000603,0.000028,0.001429,PASS,marr
1000,4,99,5,9838,0.002816,0.000354,0.000017,0.000749,PASS,marr
1000,8,99,5,9838,0.003296,0.001003,0.000973,0.001869,PASS,marr
1000,sequential,99,10,9838,0.007456,0.001402,0.000098,0.006333,PASS,marr
1000,2,99,10,9838,0.004527,0.000770,0.000065,0.002937,PASS,marr
1000,4,99,10,9838,0.002590,0.000347,0.000033,0.001422,PASS,marr
1000,8,99,10,9838,0.002842,0.000693,0.001864,0.004164,PASS,marr
2000,sequential,0,1,4000000,0.051169,0.119339,0.002720,0.002708,PASS,marr
2000,2,0,1,4000000,0.024917,0.013433,0.001556,0.001325,PASS,marr
2000,4,0,1,4000000,0.015081,0.007177,0.001087,0.000677,PASS,marr
2000,8,0,1,4000000,0.013031,0.009144,0.001738,0.001471,PASS,marr
2000,sequential,0,5,4000000,0.050563,0.026524,0.014419,0.014299,PASS,marr
2000,2,0,5,4000000,0.027130,0.014089,0.008196,0.006919,PASS,marr
2000,4,0,5,4000000,0.014828,0.007161,0.005747,0.003434,PASS,marr
2000,8,0,5,4000000,0.016540,0.008793,0.006952,0.005258,PASS,marr
2000,sequential,0,10,4000000,0.051820,0.025395,0.027383,0.026409,PASS,marr
2000,2,0,10,4000000,0.025557,0.014539,0.016224,0.012993,PASS,marr
2000,4,0,10,4000000,0.018434,0.013781,0.019728,0.022475,PASS,marr
2000,8,0,10,4000000,0.013433,0.007863,0.014742,0.011512,PASS,marr
2000,sequential,50,1,1999134,0.057967,0.027368,0.001500,0.002618,PASS,marr
2000,2,50,1,1999134,0.029572,0.014467,0.000796,0.001386,PASS,marr
2000,4,50,1,1999134,0.014756,0.007515,0.000578,0.000837,PASS,marr
2000,8,50,1,1999134,0.016333,0.007996,0.000794,0.001790,PASS,marr
2000,sequential,50,5,1999134,0.056172,0.030661,0.009119,0.013560,PASS,marr
2000,2,50,5,1999134,0.027969,0.014092,0.004303,0.006720,PASS,marr
2000,4,50,5,1999134,0.037700,0.014892,0.002958,0.003732,PASS,marr
2000,8,50,5,1999134,0.016913,0.008919,0.003761,0.005263,PASS,marr
2000,sequential,50,10,1999134,0.060425,0.027598,0.014961,0.027987,PASS,marr
2000,2,50,10,1999134,0.027931,0.013900,0.009523,0.014072,PASS,marr
2000,4,50,10,1999134,0.021250,0.012396,0.004630,0.006707,PASS,marr
2000,8,50,10,1999134,0.017531,0.008727,0.007359,0.010073,PASS,marr
2000,sequential,90,1,400283,0.037380,0.010080,0.000301,0.002850,PASS,marr
2000,2,90,1,400283,0.017911,0.005518,0.000299,0.001344,PASS,marr
2000,4,90,1,400283,0.010041,0.003138,0.000118,0.000656,PASS,marr
2000,8,90,1,400283,0.012954,0.004206,0.000279,0.001469,PASS,marr
2000,sequential,90,5,400283,0.034793,0.010138,0.001381,0.013403,PASS,marr
2000,2,90,5,400283,0.018923,0.005285,0.000691,0.006554,PASS,marr
2000,4,90,5,400283,0.009971,0.004732,0.000761,0.005997,PASS,marr
2000,8,90,5,400283,0.010547,0.003465,0.001298,0.005458,PASS,marr
2000,sequential,90,10,400283,0.035780,0.010191,0.002790,0.027158,PASS,marr
2000,2,90,10,400283,0.018249,0.005432,0.001396,0.014394,PASS,marr
2000,4,90,10,400283,0.009509,0.002971,0.000773,0.006786,PASS,marr
2000,8,90,10,400283,0.012160,0.004236,0.002759,0.009681,PASS,marr
2000,sequential,95,1,200047,0.034616,0.008092,0.000166,0.002666,PASS,marr
2000,2,95,1,200047,0.016608,0.004272,0.000115,0.001384,PASS,marr
2000,4,95,1,200047,0.008981,0.002691,0.000065,0.000631,PASS,marr
2000,8,95,1,200047,0.011748,0.003763,0.000378,0.001191,PASS,marr
2000,sequential,95,5,200047,0.032146,0.008125,0.000735,0.013709,PASS,marr
